1,0,30
1,0,85
1,0,235
1,0,273
1,0,671
1,1,100
1,1,228
1,1,316
1,1,524
1,1,544
1,2,63
1,2,196
1,2,296
1,2,350
1,2,366
1,2,457
1,2,656
1,2,658
1,2,767
1,2,782
1,2,786
1,3,31
1,3,163
1,3,201
1,3,619
1,3,643
1,3,759
1,4,27
1,4,156
1,4,197
1,4,216
1,4,542
1,4,646
1,4,653
1,4,692
1,4,798
1,5,21
1,5,136
1,5,312
1,5,315
1,5,645
1,5,671
1,5,745
1,6,72
1,6,92
1,6,153
1,6,292
1,6,346
1,6,362
1,6,424
1,6,497
1,6,543
1,7,64
1,7,109
1,7,211
1,7,297
1,7,390
1,7,632
1,8,157
1,8,267
1,8,409
1,8,471
1,8,485
1,8,584
1,8,616
1,8,641
1,8,682
1,8,692
1,8,771
1,9,67
1,9,353
1,9,610
1,9,698
1,9,720
1,10,25
1,10,111
1,10,204
1,10,252
1,10,370
1,10,637
1,10,726
1,11,105
1,11,189
1,11,299
1,11,311
1,11,440
1,11,525
1,11,540
1,11,701
1,11,781
1,12,48
1,12,60
1,12,151
1,12,321
1,12,374
1,12,429
1,12,548
1,12,561
1,12,678
1,13,386
1,13,452
1,13,453
1,13,582
1,14,9
1,14,59
1,14,118
1,14,122
1,14,198
1,14,334
1,14,521
1,14,599
1,14,602
1,14,644
1,14,683
1,15,44
1,15,83
1,15,95
1,15,449
1,15,514
1,15,641
1,16,11
1,16,34
1,16,307
1,16,321
1,16,373
1,16,582
1,16,609
1,16,689
1,16,721
1,17,2
1,17,34
1,17,208
1,17,227
1,17,266
1,17,272
1,17,275
1,17,279
1,17,332
1,17,570
1,17,783
1,18,178
1,18,188
1,18,192
1,18,283
1,18,346
1,18,359
1,18,488
1,18,541
1,18,659
1,18,679
1,18,704
1,19,84
1,19,142
1,19,152
1,19,165
1,19,230
1,19,485
1,19,588
1,20,17
1,20,151
1,20,193
1,20,216
1,20,302
1,20,320
1,20,508
1,20,579
1,21,390
1,21,463
1,21,491
1,21,517
1,21,613
1,21,748
1,22,287
1,22,561
1,22,621
1,22,652
1,23,123
1,23,257
1,23,298
1,23,323
1,23,344
1,23,400
1,23,457
1,23,486
1,23,543
1,23,609
1,23,654
1,23,691
1,23,794
1,24,172
1,24,230
1,24,250
1,24,312
1,24,378
1,24,653
1,24,704
1,24,767
1,24,792
1,25,64
1,25,145
1,25,301
1,25,497
1,25,776
1,26,355
1,26,369
1,26,474
1,26,492
1,26,591
1,26,611
1,26,635
1,26,650
1,26,760
1,27,13
1,27,125
1,27,192
1,27,223
1,27,230
1,27,319
1,27,375
1,27,443
1,27,530
1,27,702
1,28,70
1,28,87
1,28,137
1,28,218
1,28,240
1,28,281
1,28,340
1,28,371
1,28,541
1,28,645
1,28,799
1,29,406
1,29,480
1,29,490
1,29,586
1,29,624
1,29,687
1,29,732
1,29,753
1,30,6
1,30,24
1,30,200
1,30,213
1,30,335
1,30,356
1,30,479
1,30,604
1,31,66
1,31,85
1,31,220
1,31,324
1,31,424
1,31,566
1,31,685
1,31,704
1,32,16
1,32,141
1,32,295
1,32,453
1,32,625
1,32,632
1,32,730
1,32,772
1,33,61
1,33,69
1,33,228
1,33,556
1,33,587
1,33,648
1,33,709
1,34,257
1,34,592
1,34,786
1,35,28
1,35,88
1,35,379
1,35,502
1,35,577
1,35,601
1,35,638
1,35,676
1,35,754
1,36,54
1,36,457
1,36,507
1,36,577
1,36,587
1,36,659
1,36,762
1,37,114
1,37,162
1,37,306
1,37,347
1,37,454
1,37,564
1,37,636
1,37,693
1,37,714
1,37,742
1,38,57
1,38,90
1,38,146
1,38,191
1,38,208
1,38,355
1,38,403
1,38,442
1,38,458
1,38,492
1,38,496
1,38,572
1,38,587
1,38,716
1,39,33
1,39,103
1,39,130
1,39,221
1,39,230
1,39,256
1,39,354
1,39,517
1,39,654
1,40,210
1,40,294
1,40,398
1,40,648
1,40,702
1,40,791
1,41,52
1,41,120
1,41,191
1,41,236
1,41,345
1,41,407
1,41,467
1,41,549
1,41,640
1,42,56
1,42,156
1,42,264
1,42,276
1,42,309
1,42,445
1,42,745
1,42,754
1,43,178
1,43,200
1,43,420
1,43,429
1,43,542
1,43,594
1,43,791
1,44,2
1,44,3
1,44,98
1,44,263
1,44,365
1,44,402
1,44,414
1,44,501
1,44,516
1,44,719
1,45,3
1,45,9
1,45,71
1,45,144
1,45,237
1,45,257
1,45,584
1,45,627
1,45,776
1,45,788
1,46,11
1,46,106
1,46,142
1,46,235
1,46,611
1,46,633
1,46,655
1,46,674
1,46,707
1,47,170
1,47,174
1,47,215
1,47,376
1,47,461
1,47,497
1,47,712
1,48,62
1,48,277
1,48,346
1,48,353
1,48,379
1,48,438
1,48,464
1,48,529
1,48,773
1,49,1
1,49,113
1,49,118
1,49,163
1,49,284
1,49,524
1,49,574
1,49,647
1,49,675
1,49,784
1,50,35
1,50,110
1,50,251
1,50,275
1,50,498
1,50,538
1,50,621
1,50,661
